seconds,estimated_hz,voiced_probability,retained
3.136000000000000121e+00,1.178412759456543455e+02,1.818737573491218187e-02,0.000000000000000000e+00
3.152000000000000135e+00,1.185239235125681887e+02,1.818737573491218187e-02,0.000000000000000000e+00
3.168000000000000149e+00,1.219969395672486030e+02,2.616802860893574501e-02,0.000000000000000000e+00
3.184000000000000163e+00,1.227036606486201435e+02,5.607139544589263142e-02,0.000000000000000000e+00
3.200000000000000178e+00,1.227036606486201435e+02,1.085797707287449732e-01,0.000000000000000000e+00
3.216000000000000192e+00,1.227036606486201435e+02,1.504646013433388330e-01,0.000000000000000000e+00
3.232000000000000206e+00,1.227036606486201435e+02,2.407543944755743126e-01,0.000000000000000000e+00
3.248000000000000220e+00,1.227036606486201435e+02,3.721358982975087604e-01,0.000000000000000000e+00
3.263999999999999790e+00,1.227036606486201435e+02,3.233360583906408348e-01,0.000000000000000000e+00
3.279999999999999805e+00,1.227036606486201435e+02,2.796051653363588740e-01,0.000000000000000000e+00
3.295999999999999819e+00,1.227036606486201435e+02,1.085797707287449870e-01,0.000000000000000000e+00
3.311999999999999833e+00,1.205956852023702339e+02,4.069733156888104969e-02,0.000000000000000000e+00
3.327999999999999847e+00,1.192105256166072564e+02,1.240312479355134764e-02,0.000000000000000000e+00
3.343999999999999861e+00,1.093165339829828895e+02,1.001306884623897296e-02,0.000000000000000000e+00
3.359999999999999876e+00,nan,1.000000000950587199e-02,0.000000000000000000e+00
3.375999999999999890e+00,nan,1.000000000810098884e-02,0.000000000000000000e+00
3.391999999999999904e+00,nan,1.000000286969765853e-02,0.000000000000000000e+00
3.407999999999999918e+00,nan,1.000000928746580010e-02,0.000000000000000000e+00
3.423999999999999932e+00,nan,1.000000154515159022e-02,0.000000000000000000e+00
3.439999999999999947e+00,nan,1.000004700797125015e-02,0.000000000000000000e+00
3.455999999999999961e+00,nan,1.000078860879058396e-02,0.000000000000000000e+00
3.471999999999999975e+00,nan,1.000007810228032562e-02,0.000000000000000000e+00
3.487999999999999989e+00,nan,1.000020633903134053e-02,0.000000000000000000e+00
3.504000000000000004e+00,nan,1.034905513337584446e-02,0.000000000000000000e+00
3.520000000000000018e+00,nan,1.062260904091153271e-02,0.000000000000000000e+00
3.536000000000000032e+00,nan,1.010197459374499035e-02,0.000000000000000000e+00
3.552000000000000046e+00,nan,1.025905055977886261e-02,0.000000000000000000e+00
